date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:24:07	20279/20279	---M-Z	200	added ('OK')	application/javascript	etag:%224f37-548f25d3b34c0-gzip%22	http://egotype.design/work/web/html/kounter/js/plugins/waterpipe.js	C:/My%20Web%20Sites/coming%20soon2/egotype.design/work/web/html/kounter/js/plugins/waterpipe.js	(from http://egotype.design/work/web/html/kounter/index-waterpipe.html)
20:24:09	8841/8841	---M-Z	200	added ('OK')	application/javascript	etag:%222289-548f25c8419c0-gzip%22	http://egotype.design/work/web/html/kounter/js/plugins/prefixfree.min.js	C:/My%20Web%20Sites/coming%20soon2/egotype.design/work/web/html/kounter/js/plugins/prefixfree.min.js	(from http://egotype.design/work/web/html/kounter/index-waterpipe.html)
20:24:10	149719/149719	---M--	200	added ('OK')	image/jpeg	etag:%22248d7-548f23ee47b80%22	http://egotype.design/work/web/html/kounter/images/about-image-7.jpg	C:/My%20Web%20Sites/coming%20soon2/egotype.design/work/web/html/kounter/images/about-image-7.jpg	(from http://egotype.design/work/web/html/kounter/index-waterpipe.html)
20:24:10	38769/38769	---M-Z	200	added ('OK')	application/javascript	etag:%229771-55c711327f980-gzip%22	http://egotype.design/work/web/html/kounter/js/custom.js	C:/My%20Web%20Sites/coming%20soon2/egotype.design/work/web/html/kounter/js/custom.js	(from http://egotype.design/work/web/html/kounter/index-waterpipe.html)
20:24:10	105104/105104	---M--	200	added ('OK')	image/jpeg	etag:%2219a90-548f23fba1b00%22	http://egotype.design/work/web/html/kounter/images/about-image-8.jpg	C:/My%20Web%20Sites/coming%20soon2/egotype.design/work/web/html/kounter/images/about-image-8.jpg	(from http://egotype.design/work/web/html/kounter/index-waterpipe.html)
20:24:12	326/326	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20May%202018%2015:24:12%20GMT	http://egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/coming%20soon2/egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regular.eot	(from http://egotype.design/work/web/html/kounter/css/plugins/bootstrap.min.css)
20:24:13	326/326	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20May%202018%2015:24:13%20GMT	http://egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/coming%20soon2/egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regulard41d.eot	(from http://egotype.design/work/web/html/kounter/css/plugins/bootstrap.min.css)
20:24:13	328/328	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20May%202018%2015:24:14%20GMT	http://egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/coming%20soon2/egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regular.woff2	(from http://egotype.design/work/web/html/kounter/css/plugins/bootstrap.min.css)
20:24:14	327/327	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20May%202018%2015:24:15%20GMT	http://egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/coming%20soon2/egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regular.woff	(from http://egotype.design/work/web/html/kounter/css/plugins/bootstrap.min.css)
20:24:15	326/326	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20May%202018%2015:24:15%20GMT	http://egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/coming%20soon2/egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regular.ttf	(from http://egotype.design/work/web/html/kounter/css/plugins/bootstrap.min.css)
20:24:15	35175/35175	---MC-	200	added ('OK')	text/javascript	date:Thu,%2012%20Apr%202018%2018:13:11%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/coming%20soon2/www.google-analytics.com/analytics.js	(from http://egotype.design/work/web/html/kounter/index-waterpipe.html)
20:24:15	326/326	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20May%202018%2015:24:16%20GMT	http://egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/coming%20soon2/egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regular.svg	(from http://egotype.design/work/web/html/kounter/css/plugins/bootstrap.min.css)
20:24:36	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-548f22c798440%22	http://egotype.design/work/web/html/kounter/fonts/font-awesome/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/coming%20soon2/egotype.design/work/web/html/kounter/fonts/font-awesome/fontawesome-webfont3e6e.html	(from http://egotype.design/work/web/html/kounter/css/icons/font-awesome.css)
20:24:43	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%2217ee8-548f22c0eb480%22	http://egotype.design/work/web/html/kounter/fonts/font-awesome/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/coming%20soon2/egotype.design/work/web/html/kounter/fonts/font-awesome/fontawesome-webfont3e6e.woff	(from http://egotype.design/work/web/html/kounter/css/icons/font-awesome.css)
20:24:53	124900/124900	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221e7e4-548f22de7ba40%22	http://egotype.design/work/web/html/kounter/fonts/linea/linea.eot	C:/My%20Web%20Sites/coming%20soon2/egotype.design/work/web/html/kounter/fonts/linea/linea.eot	(from http://egotype.design/work/web/html/kounter/css/icons/linea.css)
20:25:07	46112/46112	---M--	200	added ('OK')	application/font-woff	etag:%22b420-548f22eeb2080%22	http://egotype.design/work/web/html/kounter/fonts/linea/linea.woff	C:/My%20Web%20Sites/coming%20soon2/egotype.design/work/web/html/kounter/fonts/linea/linea.woff	(from http://egotype.design/work/web/html/kounter/css/icons/linea.css)
20:25:18	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-548f22a81fa00%22	http://egotype.design/work/web/html/kounter/fonts/font-awesome/fontawesome-webfont.eot?	C:/My%20Web%20Sites/coming%20soon2/egotype.design/work/web/html/kounter/fonts/font-awesome/fontawesome-webfontd41d.eot	(from http://egotype.design/work/web/html/kounter/css/icons/font-awesome.css)
